FID,PathDesign,PathDescription,RouteID,RouteDescription,Statement,geom
activetravel_routesection_approvedroutes.2668,tf_foot,Footpath (away from road),HW.W.07,Haverfordwest:HW.W.07 - Haverfordwest 7.W,,"MULTILINESTRING ((195286.60859405415 215025.47254876816, 195244.0241005985 215143.96854133072, 195275.7662924736 215159.30091713328, 195272.97941884317 215172.71605012915, 195278.8125612577 215179.49838919146, 195268.08266571452 215216.14533062855))"
activetravel_routesection_approvedroutes.2669,tf_foot,Footpath (away from road),HW.W.06,Haverfordwest:HW.W.06 - Haverfordwest 6.W,,"MULTILINESTRING ((195295.66653775796 215383.87092105515, 195326.76657583952 215392.57846740854, 195331.69436802165 215395.33330023382, 195333.13463847074 215403.40287932503, 195333.33014198957 215408.19798919233, 195342.2054647181 215407.83613728365, 195353.0049997772 215409.24319242203, 195381.36577928634 215414.3680119213, 195381.73558385563 215414.35293796973, 195417.8471493803 215418.7925538416, 195433.66452143426 215425.16779588774, 195469.291822605 215435.90839221067, 195474.8807375382 215454.89279243036, 195489.66103266136 215435.81742368883, 195491.90662983942 215454.56858309265, 195502.88963083093 215442.29831519438, 195520.30621341197 215451.56433564937))"
activetravel_routesection_approvedroutes.2671,tf_foot,Footpath (away from road),HW.W.09,Haverfordwest:HW.W.09 - Haverfordwest 9.W,,"MULTILINESTRING ((194293.64474029845 215637.01356084505, 194285.04298288125 215662.11978031648))"
activetravel_routesection_approvedroutes.2672,tf_foot,Footpath (away from road),HW.W.10,Haverfordwest:HW.W.10 - Haverfordwest 10.W,,"MULTILINESTRING ((194734.6381974839 215918.65282744402, 194736.4810800191 215855.0342244904, 194649.91648726736 215848.60023180407))"
activetravel_routesection_approvedroutes.2673,tf_foot,Footpath (away from road),HW.W.11,Haverfordwest:HW.W.11 - Haverfordwest11.W,,"MULTILINESTRING ((195061.4450637369 215808.54128362786, 195062.93431396538 215863.15738357027, 195049.3649095117 215875.53341613157))"
activetravel_routesection_approvedroutes.2674,tf_foot,Footpath (away from road),HW.W.12,Haverfordwest:HW.W.12 - Haverfordwest 12.W,,"MULTILINESTRING ((194175.70170696863 215119.21520841453, 194195.53504688476 215096.97121482884, 194214.6150122239 215092.49410049018))"
activetravel_routesection_approvedroutes.2675,tf_foot,Footpath (away from road),HW.W.13,Haverfordwest:HW.W.13 - Haverfordwest 13.W,,"MULTILINESTRING ((195722.0031716483 216299.64586985332, 195771.20705492518 216271.04640125704))"
activetravel_routesection_approvedroutes.2676,tf_foot,Footpath (away from road),HW.W.14,Haverfordwest:HW.W.14 - Haverfordwest 14.W,,"MULTILINESTRING ((195927.84093821415 216443.46125526796, 195976.44466536914 216400.11338811828))"
activetravel_routesection_approvedroutes.2677,tf_foot,Footpath (away from road),HW.W.15,Haverfordwest:HW.W.15 - Haverfordwest 15.W,,"MULTILINESTRING ((196165.44492570267 216891.1198690994, 196151.72613191564 216899.80298118253, 196139.97610323728 216884.02883543813, 196127.64620703398 216890.43947637803))"
activetravel_routesection_approvedroutes.2678,tf_foot,Footpath (away from road),TE.W.01,Tenby:TE.W.01 - Tenby 1.W,,"MULTILINESTRING ((212229.86360253306 200643.6346327018, 212224.154186089 200689.77851050114, 212208.28135306758 200742.22697109194, 212209.27725147535 200808.86295450077, 212223.07265326832 200860.20548065903, 212211.76499412226 200955.4479900024, 212172.26551993535 200971.73476998066))"
activetravel_routesection_approvedroutes.2679,tf_foot,Footpath (away from road),TE.W.02,Tenby:TE.W.02 - Tenby 2.W,,"MULTILINESTRING ((212840.42823817267 201204.67611797893, 212814.6625361734 201270.81730647624))"
activetravel_routesection_approvedroutes.2680,tf_foot,Footpath (away from road),TE.W.02,Tenby:TE.W.02 - Tenby 2.W,,"MULTILINESTRING ((212935.28109512242 200754.2080797439, 212937.71281564614 200739.6721697133, 212942.65821157707 200722.82055705594, 212949.92524364375 200698.4746672226, 212954.23920828814 200674.60861084552, 212958.56693897388 200651.1123493272, 212962.93587138288 200628.72569284792, 212968.8441324604 200587.76118470827, 212971.990843316 200562.45626599988, 212972.8016561719 200554.277039885))"
activetravel_routesection_approvedroutes.2681,tf_foot,Footpath (away from road),TE.W.02,Tenby:TE.W.02 - Tenby 2.W,,"MULTILINESTRING ((212941.48671103021 200821.3906637284, 212938.57208936426 200892.98497019784))"
activetravel_routesection_approvedroutes.2682,tf_foot,Footpath (away from road),TE.W.03,Tenby:TE.W.03 - Tenby 3.W,,"MULTILINESTRING ((213293.0365994764 201136.51345906896, 213290.6726037696 201152.89733199542, 213289.87199064338 201191.44539280044, 213288.60576076386 201217.4179725683, 213280.9682301847 201231.77468201076, 213267.26072925233 201242.65251269517, 213263.66215281005 201245.74869650544))"
activetravel_routesection_approvedroutes.2683,tf_foot,Footpath (away from road),TE.W.03,Tenby:TE.W.03 - Tenby 3.W,,"MULTILINESTRING ((213336.6123549076 200493.70474949776, 213370.6751144109 200510.9650517567))"
activetravel_routesection_approvedroutes.2688,tf_footway,Footway (alongside road),LlanWR2a,Llanrwst:LlanWR2a - LlanWR2 (Y Berllan to Station via Health centre,,"MULTILINESTRING ((280102.6239544873 361799.7813697556, 280081.9993197613 361789.8220506128, 280056.1449369554 361775.3377765003, 280044.1562138366 361769.72865219956, 280044.42083212425 361769.54293494025, 280044.1517263876 361769.54968243063))"
activetravel_routesection_approvedroutes.2689,tf_footway,Footway (alongside road),LlanWR2b,Llanrwst:LlanWR2b - Llanrwst - Health centre to station,,"MULTILINESTRING ((280102.8597534281 361799.62861234107, 280105.9948148938 361799.37096214667, 280109.55820072157 361798.2967151544, 280111.58769481216 361796.9027473799, 280113.41536288674 361794.61843186466, 280116.52801696194 361786.3026884378, 280121.9886451395 361771.3916076232, 280133.2329653876 361736.5469078059, 280134.7758875545 361730.0612463281, 280146.5766258006 361688.75529252976, 280167.1462234055 361642.75221816206, 280185.3815923821 361600.29949590645, 280196.03892444796 361581.4074035898, 280207.761527191 361565.6226611605, 280215.1737529709 361553.34852453147, 280225.0374918488 361531.43165403046, 280232.58025112055 361506.4387063446, 280236.1308590623 361490.5001925199, 280240.608011662 361464.9569638726, 280241.7007307649 361447.647092522, 280237.99412471754 361428.66634225013, 280237.82142827206 361428.93930668914))"
activetravel_routesection_approvedroutes.2690,tf_footway,Footway (alongside road),LlanWR1a,Llanrwst:LlanWR1a - Llanrwst - (Stryd Y Bont to Station via Ysgol),,"MULTILINESTRING ((280148.19165383716 361315.99677369645, 280127.7309044049 361323.4046298271, 280118.2283237313 361327.4933249334, 280102.7622654339 361337.1939644441, 280087.43756286456 361348.9507213029, 280071.0880115412 361362.7928108297, 280062.88188666455 361372.04291170597, 280056.01694453787 361381.08029303025, 280040.0691376073 361403.7775935815, 280026.3528722383 361418.80734638026, 280013.2982535787 361431.58181832, 279995.861479009 361445.0034876587, 279983.21955144394 361452.75299530843, 279962.03307827475 361463.40329671965, 279936.56094869925 361474.96713665064, 279930.4542277408 361478.4336105883, 279929.26345228177 361481.06034705084, 279930.0709423026 361484.62194754917, 279945.38225948426 361500.98291076854, 279947.6317814417 361504.7769535096, 279969.6173742974 361529.5668472876, 279972.5913436189 361537.19316325075, 279970.27039667196 361544.86275553016, 279958.8918158569 361567.1763522738, 279942.86237658904 361597.3074145579, 279917.1592138946 361646.1271644997, 279896.45704665396 361683.1804758786, 279885.2855227192 361706.56296250434))"
activetravel_routesection_approvedroutes.2691,tf_footway,Footway (alongside road),LlanWR1a,Llanrwst:LlanWR1a - Llanrwst - (Stryd Y Bont to Station via Ysgol),,"MULTILINESTRING ((279885.4335835218 361706.42953528394, 279892.83641793526 361708.1240748475, 279890.65915127425 361714.3571625359, 279919.0169431583 361724.83809369634, 279933.2080778816 361728.77994393226, 279938.62392544316 361729.987158056, 279966.2347031149 361739.3230250061, 279990.45014806814 361749.2814455903, 280016.5335905396 361762.1479773667, 280035.83764390013 361773.12515499035, 280041.4799343529 361776.20715320006))"
activetravel_routesection_approvedroutes.2692,tf_shared_away,Shared use footpath/cycle track (away from road),TORFCR16,CWMBRAN:TORFCR16 - INCLINE LANE HENLLYS TO HENLLYS WAY COED EVA,,"MULTILINESTRING ((326738.6822381768 194142.84674836736, 327145.5418085907 194138.43941392843, 327259.9149314363 194139.75249975774, 327334.15544082003 194138.68320451432, 327356.3636553399 194133.91972736898, 327390.47171615006 194130.46643159864))"
activetravel_routesection_approvedroutes.2693,tf_shared_away,Shared use footpath/cycle track (away from road),TORFCR16,CWMBRAN:TORFCR16 - INCLINE LANE HENLLYS TO HENLLYS WAY COED EVA,,"MULTILINESTRING ((327400.8654037801 194130.3169332096, 327432.1316311894 194135.7924375821, 327435.16512311646 194140.19264499692, 327638.6052817493 194138.75339251157, 327898.4469656749 194135.0350939043, 327942.99126147956 194134.3990124414, 327978.5633070389 194129.447529666, 328005.37440214446 194134.99012374878, 328248.92530401313 194134.48475253972, 328260.80377661844 194134.31591593736, 328349.45086126984 194101.95016307454, 328418.85929568193 194074.30242761172))"
activetravel_routesection_approvedroutes.2694,no_footway,Road without footway,TORFCR16,CWMBRAN:TORFCR16 - INCLINE LANE HENLLYS TO HENLLYS WAY COED EVA,,"MULTILINESTRING ((328430.67491133866 194069.6910425978, 328495.1728665014 194114.6964649036, 328506.8416202052 194099.71848206333, 328506.73674000247 194092.31360322557, 328487.09836258256 194068.89135222393))"
activetravel_routesection_approvedroutes.2695,tf_shared_away,Shared use footpath/cycle track (away from road),TORFCR16,CWMBRAN:TORFCR16 - INCLINE LANE HENLLYS TO HENLLYS WAY COED EVA,,"MULTILINESTRING ((328497.4711778974 194067.2631255394, 328537.226067559 194042.9995866922))"
activetravel_routesection_approvedroutes.2696,no_footway,Road without footway,TORFCR16,CWMBRAN:TORFCR16 - INCLINE LANE HENLLYS TO HENLLYS WAY COED EVA,,"MULTILINESTRING ((328541.59671037435 194037.0125563732, 328548.91607744887 194029.50249153754, 328545.94639922166 194029.5445282858, 328560.7738303964 194027.85336667654, 328600.75975803926 194019.88115237153, 328627.31938697957 194007.65517884266, 328668.68577372044 193992.2574596739, 328709.9896570815 193972.41700610606, 328752.7787197352 193952.5558618497, 328767.5019361102 193943.4601955004, 328783.62649328046 193928.41951591772, 328807.1128463509 193908.8310443287, 328827.7131474913 193895.20861836878, 328873.3687366401 193867.90114764974, 328919.2333587615 193855.40442348592, 328939.9592634302 193850.66860758996, 328959.13778452296 193841.51062549686, 328998.6674623151 193800.9580906034))"
activetravel_routesection_approvedroutes.2697,or_cycle_nonseg,"Cycle route (on road, not segregated)",,,,"MULTILINESTRING ((279831.07852524973 362849.71074437816, 279840.52214170364 362711.25052892417, 279838.35173541796 362710.58886738017))"
activetravel_routesection_approvedroutes.2698,tf_footway,Footway (alongside road),LLJWR-01B,Llandudno Junction:LLJWR-01B - Nant y Coed to Ffordd Maelgwyn (Tre Marl),,"MULTILINESTRING ((279795.7883378459 377534.3143056663, 279876.23349613434 377517.28957745316, 279944.8954611388 377501.27737430704, 279949.2229880388 377502.59619983356, 279960.2734509708 377500.8895077546, 279955.5341122783 377440.6764874159, 279959.18913167925 377429.51730553026, 279970.1947822833 377426.0267489581, 280009.05988831446 377420.40580360306, 280045.0999672197 377416.28437372425, 280106.11390462203 377409.40526877984, 280145.41775376466 377406.9873934295, 280230.6963766869 377411.26677325077, 280278.709091095 377413.62886904605, 280310.91408572707 377413.53292462253, 280362.0030006538 377424.3864791574, 280407.69226469146 377448.22811441694, 280468.58068728977 377478.8281993241, 280536.0250721449 377507.1783407503, 280550.5181642266 377514.3114112091, 280595.1147975993 377537.46772114123, 280597.4484979188 377544.9059441755, 280576.87775797455 377595.0432388918, 280570.8434518974 377611.2589592092, 280558.20196154615 377620.8577676578, 280539.87446275266 377632.0272394308, 280542.6105986334 377641.24009999656, 280526.0086029931 377649.8674074546, 280517.6855549244 377660.42879538494, 280505.58105964854 377677.15377100423, 280487.5681829717 377715.0887550867, 280437.8996472858 377774.880104524, 280401.39092007047 377817.20606983645, 280375.33287235844 377848.2033067467, 280360.4313436788 377867.4971282962, 280347.1397169048 377893.8897339473, 280336.664157199 377918.42661918234, 280329.5416170667 377948.23349341727, 280328.6225786167 377968.60328193964, 280335.2488363865 377990.2110731059, 280342.50051736686 378008.2334926832, 280356.26944582537 378029.3045781123, 280347.0349551024 378032.0354353473, 280348.13581550587 378047.35673962877, 280342.10412046884 378077.84927410766, 280336.86963929737 378125.8120030455, 280332.37609578477 378160.5487146058, 280323.54430864326 378165.05415249633, 280313.61288998876 378168.51643029886, 280286.018020271 378180.9897040626, 280260.3906900715 378200.55244055146, 280229.8293683465 378223.0949551222, 280158.16914804606 378275.94136135397))"
activetravel_routesection_approvedroutes.2699,ped_cycle_zone,Pedestrian and cycle zone,TheHayes,Cardiff:TheHayes - The Hayes,,"MULTILINESTRING ((318524.0228894541 175977.92445799854, 318544.68988385424 175987.25745547056, 318547.42788311257 175989.5404548507, 318550.3658823166 175991.99045418663, 318554.2058812764 175995.19245332107, 318553.02288159775 175999.92445203877, 318552.9678816126 176000.03345200612, 318550.94688216096 176004.07645091467, 318545.36588367505 176015.23944788548, 318544.02288403944 176017.9244471611, 318541.45088473725 176022.55344590684, 318539.02288539585 176026.9244447215, 318516.7138914467 176060.0814357308, 318513.8508922232 176063.76443473576, 318510.4768931381 176067.59843369387, 318504.32889480464 176069.87643307383, 318499.5468961021 176079.6674304211, 318483.1519005485 176101.0724246191, 318478.25090187765 176107.7954227954))"
activetravel_routesection_approvedroutes.2700,ped_cycle_zone,Pedestrian and cycle zone,TheHayes,Cardiff:TheHayes - The Hayes,,"MULTILINESTRING ((318478.25090187765 176107.7954227954, 318465.79290525644 176124.88641816215, 318455.59890802123 176138.87141436944, 318449.1049097843 176160.0574086305, 318420.07591766166 176229.92438969098, 318396.52392405085 176272.8963780437))"
activetravel_routesection_approvedroutes.2701,ped_cycle_zone,Pedestrian and cycle zone,TheHayes,Cardiff:TheHayes - The Hayes,,"MULTILINESTRING ((318396.52392405085 176272.8963780437, 318372.010930702 176326.55036349845, 318370.7899310333 176329.22336277668, 318354.0229355826 176365.92435282515, 318323.0229439892 176400.924343338, 318317.8279453977 176405.71934203827, 318310.02294751396 176412.92434008245, 318292.0229523948 176430.92433520203, 318266.1399594117 176445.07433136302, 318263.788960049 176446.427330998, 318250.0229637816 176459.60132742766, 318246.80096465535 176462.68532658787, 318234.2339680641 176482.8763211188))"
activetravel_routesection_approvedroutes.2702,ped_cycle_zone,Pedestrian and cycle zone,TheHayes,Cardiff:TheHayes - The Hayes,,"MULTILINESTRING ((318227.9599697676 176505.33931502607, 318234.2339680641 176482.8763211188))"
activetravel_routesection_approvedroutes.2703,tf_shared_away,Shared use footpath/cycle track (away from road),7,Cardiff:7 - Route7,,"MULTILINESTRING ((317521.43916130415 176923.73820153862, 317516.4851626467 176923.6902015509, 317508.45116482425 176924.68420128064, 317499.4991672509 176927.66820046888, 317486.3381708182 176933.1771989751, 317460.247177891 176945.80219555384, 317452.9781798618 176951.1811940936, 317443.2441824984 176941.01719684608))"
activetravel_routesection_approvedroutes.2721,or_cycle_nonseg,"Cycle route (on road, not segregated)",9-2,Cardiff:9-2 - Route9-2,,"MULTILINESTRING ((318323.72594387195 176908.29020585085, 318307.93294815515 176929.9241999864, 318259.0229614201 176996.92418182077, 318202.0229768795 177076.92416013504, 318184.73698156746 177100.15315383405, 318106.02300291543 177205.9241251619, 318062.0230148486 177265.92410889693, 318000.02303166396 177352.92408530886, 317997.0230324777 177357.92408395745, 317993.13403353275 177365.2170819785))"
activetravel_routesection_approvedroutes.2704,or_cycle_nonseg,"Cycle route (on road, not segregated)",7,Cardiff:7 - Route7,,"MULTILINESTRING ((317441.32318301866 176938.58519750333, 317431.849185585 176929.9241998507, 317421.03618851386 176919.9592025468, 317411.42419111845 176916.19320356718, 317411.9071909872 176913.8272042098, 317411.3331911423 176911.4692048474, 317410.43919138424 176909.3082054322, 317410.2711914298 176909.1392054796, 317408.9711917819 176907.8352058326, 317406.5951924257 176906.5162061912, 317404.4291930127 176906.20020627504, 317401.8441937132 176906.5162061865, 317399.3411943917 176907.92620580585, 317398.0011947551 176909.30820543098, 317397.07019500784 176911.378204868, 317396.5331951536 176913.8272042045, 317396.9791950331 176916.37520351593, 317398.0011947564 176918.34520298336, 317399.8861942459 176920.00920253393, 317401.84419371537 176921.1382022223, 317404.1561930888 176921.46220213867, 317406.5951924277 176921.1382022272, 317408.60819188197 176919.9182025562, 317410.43919138564 176918.34520298307, 317411.42419111845 176916.19320356718))"
activetravel_routesection_approvedroutes.2705,or_cycle_nonseg,"Cycle route (on road, not segregated)",7,Cardiff:7 - Route7,,"MULTILINESTRING ((317404.1561930888 176921.46220213867, 317403.7931931887 176932.36419918208, 317393.2671960452 176958.66419205483, 317372.3792017136 177010.85517791024, 317369.0652026124 177015.512176645, 317300.68022115564 177086.3521574405, 317261.0702318966 177130.32214551815, 317250.53223475476 177145.58514138212, 317225.82124145946 177200.0941266034, 317220.37024293817 177209.90512394434, 317208.01524628856 177223.7141202044, 317193.8432501309 177234.61611724563, 317188.1652516702 177239.0141160526))"
activetravel_routesection_approvedroutes.2706,tf_shared_away,Shared use footpath/cycle track (away from road),7,Cardiff:7 - Route7,,"MULTILINESTRING ((317188.1652516702 177239.0141160526, 317168.04225712584 177254.60311182472, 317167.10825737927 177255.3991116078, 317136.0632657965 177281.85710443807, 316909.6693271785 177471.1850530936, 316759.2253679681 177597.28201890254, 316697.37338473776 177649.00500487525))"
activetravel_routesection_approvedroutes.2707,tf_shared_away,Shared use footpath/cycle track (away from road),7,Cardiff:7 - Route7,,"MULTILINESTRING ((316533.2104292469 177786.5909675699, 316592.7914130928 177736.46098116285, 316658.1203953804 177681.82999597746, 316697.37338473776 177649.00500487525, 316533.2104292469 177786.5909675699, 316324.51148583076 177962.18491995195, 316322.2414864461 177963.99391946231, 316296.14649352134 177986.41391338385, 316192.50252162147 178072.2318901106, 316134.6765372995 178119.50987728912, 316131.11653826456 178122.31287652702, 316114.7905426909 178134.91287311568))"
activetravel_routesection_approvedroutes.2708,tf_shared_away,Shared use footpath/cycle track (away from road),7,Cardiff:7 - Route7,,"MULTILINESTRING ((316080.12355209125 178173.51886264462, 316084.9145507924 178170.06586358725, 316086.2855504207 178169.07686385053, 316091.61554897437 178154.92686768924, 316107.4185446895 178140.5928715702, 316114.7905426909 178134.91287311568))"
activetravel_routesection_approvedroutes.2709,tf_foot,Footpath (away from road),PBWR03B,Penrhyn Bay:PBWR03B - Plas Penrhyn to Llanrhos Road - Traffic Free,,"MULTILINESTRING ((281728.1828763098 381451.4357847852, 281728.0078763562 381438.31878833857, 281725.7828769558 381406.3437969994, 281727.13287658896 381380.5938039785, 281731.6578753638 381358.86880986067, 281736.10787415947 381346.21881328773, 281744.90787177824 381326.31881868077, 281747.8828709728 381313.1438222491, 281750.3348703094 381306.14282414335, 281759.9578677047 381271.71883347054, 281766.8828658306 381253.7188383458, 281774.0578638897 381245.7938404932, 281788.88285987976 381233.56884380995, 281792.2328589735 381227.9938453169, 281794.0078584929 381220.6688473008, 281795.557858073 381207.36885090574, 281794.4078583826 381189.04385587055, 281795.182858173 381188.18585610023, 281788.36586001667 381190.5738554555, 281788.3618600178 381190.5468554614, 281780.8678620437 381180.80885809875, 281765.6248661652 381173.0598601961))"
activetravel_routesection_approvedroutes.2711,tf_foot,Footpath (away from road),PBWR03B,Penrhyn Bay:PBWR03B - Plas Penrhyn to Llanrhos Road - Traffic Free,,"MULTILINESTRING ((281795.6828580316 381098.3088804473, 281789.98285957286 381095.0188813397, 281784.93286093854 381093.56888173084, 281776.18286330474 381093.9438816258, 281767.3498656935 381095.60188117495, 281763.40786675905 381086.41888366634, 281761.88286717096 381080.2438853386, 281761.5578672581 381069.7688881736, 281762.39986703027 381067.9518886656, 281768.9468652598 381069.41388826957, 281788.3538600112 381063.03789000283))"
activetravel_routesection_approvedroutes.2712,tf_foot,Footpath (away from road),PBWR03B,Penrhyn Bay:PBWR03B - Plas Penrhyn to Llanrhos Road - Traffic Free,,"MULTILINESTRING ((281762.39986703027 381067.9518886656, 281760.9328674264 381059.5688909385, 281756.05786874384 381046.6188944425, 281744.3328719118 381006.46890531824, 281739.6328731823 380996.5689080008, 281720.3328783993 380962.61891719425, 281708.9998814617 380928.6019264087, 281724.7298772081 380933.58092506195))"
activetravel_routesection_approvedroutes.2713,tf_foot,Footpath (away from road),PBWR03B,Penrhyn Bay:PBWR03B - Plas Penrhyn to Llanrhos Road - Traffic Free,,"MULTILINESTRING ((281708.9998814617 380928.6019264087, 281700.8328836679 380895.06893549, 281692.0778860324 380847.9789482463, 281691.41788621043 380841.7849499255, 281699.14588412014 380836.44295137085))"
activetravel_routesection_approvedroutes.2714,tf_foot,Footpath (away from road),PBWR03B,Penrhyn Bay:PBWR03B - Plas Penrhyn to Llanrhos Road - Traffic Free,,"MULTILINESTRING ((281691.69627609506 380841.2525839953, 281688.94498796895 380838.46714312205, 281672.4702342241 380837.45019132394, 281666.1584872209 380835.2884840013, 281663.52375144284 380830.00297929154, 281655.9425911913 380805.5766208381))"
activetravel_routesection_approvedroutes.2715,or_cycle_nonseg,"Cycle route (on road, not segregated)",PBCR02,Penrhyn Bay:PBCR02 - Rhos Promenade (on road),"Fail - due to the lack of on highway provision, signage or access points at south end.","MULTILINESTRING ((284286.8991842244 380855.1099465702, 284276.52018703165 380848.3859483919, 284281.03218581056 380841.86895015556, 284282.0321855398 380838.8689509685, 284284.0321849984 380832.86895259767, 284285.0321847275 380825.86895449425, 284285.0321847271 380821.8689555751, 284284.0321849969 380810.86895855365, 284281.03218580753 380798.86896180396, 284276.03218715865 380780.8689666775, 284271.0321885102 380764.8689710149, 284259.9071915175 380737.8499783298, 284257.0321922948 380730.8689802207, 284251.0321939165 380712.8689850975, 284249.0321944572 380707.8689864555, 284243.03219607816 380680.86899376445, 284240.03219688794 380655.86900053703, 284238.0321974254 380604.86901435093, 284237.0321976945 380587.8690189537, 284236.03219796304 380558.86902681156, 284233.03219877364 380546.86903005966, 284228.0322001253 380533.8690335805, 284223.03220147686 380521.86903683323, 284221.0322020164 380499.8690427923, 284216.5022032389 380460.91105334327, 284222.35820165474 380460.2310535278))"
activetravel_routesection_approvedroutes.2716,tf_footway,Footway (alongside road),DUDNOWR2B,Llandudno:DUDNOWR2B - Madoc and Chapel Street,,"MULTILINESTRING ((278437.83192608145 381980.3888750199, 278428.1941323671 381980.9920644076, 278419.8969304553 381978.6430425148, 278414.6108990463 381978.15409735375, 278404.56068251247 381980.10539540317, 278399.883139506 381985.9317751247, 278397.39764533076 381990.0970585021, 278386.57696022745 382000.3606394091, 278385.5229306454 382004.57845576556, 278381.3312061629 382008.4307260483, 278378.1608030924 382013.7726958188, 278379.346689274 382018.20068263845, 278377.2622364425 382020.57235649304, 278358.9142796534 382044.0468559129, 278349.476965918 382055.9691657851, 278334.21290646325 382070.7156010424, 278327.1417592782 382080.79401239194, 278305.72053113615 382106.39793230896, 278233.82176574355 382165.0519774587, 278119.8167573366 382264.2707008042, 278092.05786610954 382297.0810597935, 278094.2563406017 382299.16454583796, 278098.6715687948 382304.04434226, 277989.14209377946 382438.0994797003))"
activetravel_routesection_approvedroutes.2717,tf_shared,Shared use footpath/cycle track (alongside road),90,Cardiff:90 - Route90,,"MULTILINESTRING ((318076.41901088745 176851.95622107602, 318123.4039981454 176792.8232371101, 318149.3109911224 176780.67424040486, 318065.8800137454 176863.81221786363, 318056.5130162856 176875.8142146067, 318003.2200307382 176941.78419672413, 317960.78704224667 177000.5211808019, 317949.37004534283 177014.71917694906, 317941.8060473944 177025.31617407914, 317940.454047761 177026.88317365223, 317927.7800511945 177018.56117590365, 317911.9230554934 177027.74017341755, 317892.2500608287 177053.202166515, 317875.413065396 177082.67415852158, 317857.01107038767 177114.25014996302, 317847.9360728492 177129.61914579745, 317844.5700737626 177136.64514389454))"
activetravel_routesection_approvedroutes.2718,or_cycle_segregated,"Cycle lane (on road, segregated)",90,Cardiff:90 - Route90,,"MULTILINESTRING ((317844.5700737626 177136.64514389454, 317840.4710748746 177145.27614155557, 317810.64808296645 177211.11112371105, 317802.0120853095 177228.08911910874, 317791.9130880493 177247.84911374917, 317784.88708995486 177258.3881108964, 317777.8660918594 177270.76010753948, 317770.3240939051 177282.1741044472, 317759.78509676293 177294.0301012331, 317752.0270988668 177303.3970986922, 317746.1731004544 177310.86209666706, 317717.5291082216 177340.7500885637, 317709.5641103815 177349.03808631812, 317701.3771126014 177357.88508391974, 317693.7671146652 177366.9020814752, 317685.5631168897 177375.19007922692, 317682.64811768045 177380.53407777852, 317675.6221195861 177391.36507484363, 317669.47512125334 177400.44007238303, 317665.9621222064 177407.4660704767, 317657.47212450975 177423.86006603797, 317652.64212582004 177433.08106353332, 317645.76312768616 177445.81506008428, 317630.3941318556 177475.38205207005, 317617.14813544904 177500.7760451861, 317603.24313922215 177533.70903625985))"
activetravel_routesection_approvedroutes.2719,tf_segregated_away,Segregated footpath/cycle track (away from road),90,Cardiff:90 - Route90,,"MULTILINESTRING ((317600.299140021 177539.8990345823, 317599.5981402118 177545.67403301666, 317576.59814646153 177659.79900208698, 317575.09814686846 177663.39900110906, 317570.5631480983 177669.7029993995, 317568.96514853206 177674.62199806888, 317561.99815042305 177693.77399287646, 317543.94015532144 177725.13698437682))"
activetravel_routesection_approvedroutes.2720,tf_shared_away,Shared use footpath/cycle track (away from road),80,Cardiff:80 - Route80,,"MULTILINESTRING ((316990.014305518 178263.06083851942, 316979.19830845075 178273.97383556195, 316955.6733148284 178288.07383173902, 316948.27331683465 178294.548829982, 316942.72331834 178302.64882778784, 316940.3333189876 178302.31382787845, 316938.6283194501 178304.58082726307, 316912.4663265433 178326.75082124822, 316901.6443294773 178334.1058192564, 316872.64533733856 178350.60081478144, 316835.5703473885 178367.113810302, 316764.9833665223 178396.00280246156, 316685.6253880333 178426.67279413802, 316625.3084043827 178449.2997879996, 316597.973411792 178457.68378572178, 316550.8814245567 178475.64878084383, 316527.8554307983 178485.5437781621, 316506.94443646714 178498.11777475278, 316500.3174382637 178502.14177366195, 316485.41644230206 178502.90677344997, 316462.22344858944 178515.99476989976, 316428.1184578337 178527.92076665914, 316410.29846266465 178538.82376370515, 316390.32346808043 178556.02375904133, 316369.0284738533 178569.62875535263, 316366.3604745766 178570.29375517188, 316327.92748499516 178591.9837492858, 316304.6764912993 178612.41274374916))"
activetravel_routesection_approvedroutes.2722,tf_shared,Shared use footpath/cycle track (alongside road),9-2,Cardiff:9-2 - Route9-2,,"MULTILINESTRING ((318026.57102447236 177375.11107930163, 318012.2030283669 177381.10307767283, 318004.56103043735 177376.39507895347, 317991.7420339102 177367.26708142133))"
activetravel_routesection_approvedroutes.2723,or_cycle_segregated,"Cycle lane (on road, segregated)",9-3,Cardiff:9-3 - Route 9-3,"Route offers dedicated facilities for cyclists on a traffic calmed street and provides an important link to employment and education at Cathays Park, however the 1.7m cycle lanes do not meet the desirable minimum width for this type of facility. The Colu","MULTILINESTRING ((318011.02302868816 177389.92407528695, 318000.02303167037 177396.92407338845, 317968.6760401684 177415.5990683203, 317953.02304441197 177424.92406579346, 317931.023050377 177444.92406036792, 317917.0230541727 177454.9240576534, 317864.0230685429 177499.92404545518, 317828.60007814725 177529.98903729994, 317745.0231008078 177600.92401806865, 317633.02313117497 177696.92399203317, 317611.46113702114 177715.21898707596, 317600.0231401223 177724.92398444354, 317586.0231439177 177732.92398227268, 317576.0231466282 177736.9239811842))"
